name,domain,source,sourceEvidenceUrl
"JPMorgan Chase","jpmorganchase.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Kenvue","kenvue.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Keurig Dr Pepper","keuriggreenmountain.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"KeyCorp","keycorpmultimedia.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Keysight Technologies","keysight.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Kimberly-Clark","kimberly-clark.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Kimco Realty","kimcorealty.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Kinder Morgan","kindermorgan.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"KKR & Co.","kkr.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"KLA Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Kraft Heinz","kraftheinz.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Kroger","kroger.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"L3Harris","l3harris.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Labcorp","labcorp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lam Research","lamresearch.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Las Vegas Sands","sands.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Leidos","leidos.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lennar","lennar.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lennox International","lennoxnas.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lilly (Eli)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Linde plc","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Live Nation Entertainment","livenationentertainment.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lockheed Martin","lmco.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Loews Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lowe's","lowes.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lululemon Athletica","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Lumentum","lumentum.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"LyondellBasell","lyondellbasell.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"M&T Bank","mtb.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Marathon Petroleum","marathonpetroleum.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Marriott International","marriott.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Marsh McLennan","insproins.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Martin Marietta Materials","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Masco","masco.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Mastercard","mastercard.com.au","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"McCormick & Company","mccormickcorporation.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"McDonald's","mcdonalds.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"McKesson Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Medtronic","medtronic.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Merck & Co.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Meta Platforms","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"MetLife","metlife.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Mettler Toledo","mt.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"MGM Resorts","mgmresorts.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Microchip Technology","microchip.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Micron Technology","micron.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Microsoft","microsoft.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Mid-America Apartment Communities","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Moderna","modernatx.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Molson Coors Beverage Company","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Mondelez International","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Monolithic Power Systems","monolithicpower.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Monster Beverage","monsterbevcorp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Moody's Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Morgan Stanley","morganstanley.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Mosaic Company (The)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Motorola Solutions","motorolasolutions.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"MSCI Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Nasdaq, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"NetApp","netapp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Netflix","netflix.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Newmont","newmont.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"News Corp (Class A)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"News Corp (Class B)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"NextEra Energy","nexteraenergy.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Nike, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"NiSource","nisource.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Nordson Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Norfolk Southern","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Northern Trust","northerntrust.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Northrop Grumman","northropgrumman.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Norwegian Cruise Line Holdings","nclhltd.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"NRG Energy","nrg.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Nucor","nucor.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Nvidia","nvidia.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"NVR, Inc.","nvrinc.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"NXP Semiconductors","nxp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"O’Reilly Automotive","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Occidental Petroleum","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Old Dominion","weareolddominion.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Omnicom Group","omnicomgroup.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ON Semiconductor","onsemi.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Oneok","oneok.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Oracle Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Otis Worldwide","otisworldwide.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Paccar","paccar.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Packaging Corporation of America","packagingcorp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Palantir Technologies","palantir.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Palo Alto Networks","paloaltonetworks.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Paramount Skydance Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Parker Hannifin","parker.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Paychex","paychex.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PayPal","paypal.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Pentair","pentair.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PepsiCo","pepsico.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Pfizer","pfizer.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PG&E Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Philip Morris International","pmi.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Phillips 66","phillips66.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Pinnacle West Capital","pinnaclewest.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PNC Financial Services","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Pool Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PPG Industries","ppg.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PPL Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Principal Financial Group","principal.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Procter & Gamble","pg.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Progressive Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Prologis","prologis.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Prudential Financial","prudential.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Public Service Enterprise Group","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PTC Inc.","ptc-inc.net","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Public Storage","publicstorage.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"PulteGroup","pultegroupinc.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Quanta Services","quantaservices.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Qualcomm","qualcomm.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Quest Diagnostics","questdiagnostics.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Qnity Electronics","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Ralph Lauren Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Raymond James Financial","woodasset.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"RTX Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Realty Income","realtyincome.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Regency Centers","regencycenters.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Regeneron Pharmaceuticals","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Regions Financial Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Republic Services","republicservices.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ResMed","resmed.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Revvity","chemagen.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Robinhood Markets","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Rockwell Automation","rockwellautomation.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Rollins, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Roper Technologies","ropertech.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Ross Stores","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Royal Caribbean Group","royalcaribbeangroup.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"S&P Global","spglobal.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Salesforce","salesforce.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Sandisk","sandisk.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"SBA Communications","sbasite.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Schlumberger","slb.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Seagate Technology","seagate.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Sempra","sempra.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ServiceNow","servicenow.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Sherwin-Williams","sherwin-williams.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Simon Property Group","simon.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Skyworks Solutions","skyworksinc.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"J.M. Smucker Company (The)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Smurfit Westrock","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Snap-on","snapon.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Solventum","solventum.de","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Southern Company","southerncompany.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Southwest Airlines","southwest.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Stanley Black & Decker","stanleyblackanddecker.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Starbucks","starbucks.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"State Street Corporation","statestreetco.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Steel Dynamics","steeldynamics.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Steris","steris.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Stryker Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Supermicro","supermicro.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Synchrony Financial","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Synopsys","synopsys.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Sysco","sysco.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"T-Mobile US","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"T. Rowe Price","troweprice.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Take-Two Interactive","take2games.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Tapestry, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Targa Resources","targaresources.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Target Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"TE Connectivity","te.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Teledyne Technologies","teledyne.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Teradyne","teradyne.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Tesla, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Texas Instruments","ti.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Texas Pacific Land Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Textron","textron.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Thermo Fisher Scientific","thermofisher.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"TJX Companies","tjxcanada.ca","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"TKO Group Holdings","tkogrp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Trade Desk (The)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Tractor Supply","tractorsupply.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Trane Technologies","tranetechnologies.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"TransDigm Group","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Travelers Companies (The)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Trimble Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Truist Financial","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Tyler Technologies","tylertech.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Tyson Foods","tyson.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"U.S. Bancorp","usbancorpassetmanagement.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Uber","uber.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"UDR, Inc.","udr.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Ulta Beauty","ulta.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Union Pacific Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"United Airlines Holdings","unitedcontinentalholdings.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"United Parcel Service","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"United Rentals","unitedrentals.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"UnitedHealth Group","unitedhealthgroup.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Universal Health Services","uhsinc.co","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Valero Energy","valero.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Ventas","ventasreit.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Veralto","veralto.it","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Verisign","verisign.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Verisk Analytics","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Verizon","verizon.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Vertex Pharmaceuticals","vrtx.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Vertiv","vertiv.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Viatris","viatris.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Vici Properties","viciproperties.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Visa Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Vistra Corp.","vistracorp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Vulcan Materials Company","sactun.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"W. R. Berkley Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"W. W. Grainger","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Wabtec","wabteccorp.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Walmart","walmart.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Walt Disney Company (The)","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Warner Bros. Discovery","wbd.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Waste Management","wm.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Waters Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"WEC Energy Group","wecenergygroup.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Wells Fargo","wellsfargo.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Welltower","welltower.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"West Pharmaceutical Services","westpharma.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Western Digital","westerndigital.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Weyerhaeuser","weyerhaeuser.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Williams-Sonoma, Inc.","williams-sonomainc.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Williams Companies","williamscompaniesllc.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Willis Towers Watson","grassavoye.com.tr","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Workday, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Wynn Resorts","wynnresorts.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Xcel Energy","xcelenergy.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Xylem Inc.","xylemonline.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Yum! Brands","yum.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Zebra Technologies","zebra.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Zimmer Biomet","zimmerbiomet.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Zoetis","zoetis.com","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ATA Creativity Global","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"American Airlines Group, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Atlantic American Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Applied Optoelectronics, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"AAON, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Ascentage Pharma Group International","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Aardvark Therapeutics, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"American Battery Technology Company","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"AbCellera Biologics Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Abeona Therapeutics Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Able View Global Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Airbnb, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Acumen Pharmaceuticals, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Absci Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"American Bitcoin Corp.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Abits Group Inc","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Arbutus Biopharma Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ABVC BioPharma, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Above Food Ingredients Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Abivax SA","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ACADIA Pharmaceuticals Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Aurora Cannabis Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Acco Group Holdings Limited","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ProFrac Holding Corp.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Adicet Bio, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Acorn Energy, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Arch Capital Group Ltd.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Acadia Healthcare Company, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Achieve Life Sciences, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"American Coastal Insurance Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"AC Immune SA","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ACI Worldwide, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"Axcelis Technologies, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ACM Research, Inc.","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
"ACNB Corporation","","clearbit_autocomplete","https://autocomplete.clearbit.com/v1/companies/suggest"
